,index,MARS,known_types,Obp19d,Obp56d,Obp83a,seq_batch,seq_depth,HDBSCAN_attempt,Or85c,5-HT1A,5-HT2B,Type,annotated
931,ORNnuclei_adult_nSybUNC84GFP_P9_I21,2,DM2,4.017054,2.6001315,8.366857,Plate #9 (unc84::GFP),197495,3,0.0,0.0,0.0,Or_DM2,DM2
932,ORNnuclei_adult_nSybUNC84GFP_P7_G15,2,DM2,8.865565,0.0,0.0,Plate #7 (unc84::GFP),655286,3,0.0,0.0,10.761651,Or_DM2,DM2
933,ORNnuclei_adult_nSybUNC84GFP_P8_J19,1,DM4,6.5793076,0.0,5.896684,Plate #8 (unc84::GFP),221930,2,0.0,0.0,0.0,Or_DM4,DM4
934,ORNnuclei_adult_nSybUNC84GFP_P9_H13,10,VA5/D,10.900557,9.085871,8.28454,Plate #9 (unc84::GFP),328171,19,0.0,0.0,9.722931,Or_D,D
935,ORNnuclei_adult_nSybUNC84GFP_P2_H4,13,"DL2v/d, DP1l, DC4/DP1m",8.796767,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),473267,1,0.0,0.0,2.8755672,Ir_DP1m_DC4,DP1m_DC4
936,ORNnuclei_adult_nSybUNC84GFP_P6_L12,24,NaN,2.490796,0.0,0.0,Plate #6 (unc84::GFP),216409,1,0.0,0.0,0.0,Or_MARS24,unannotated
937,ORNnuclei_adult_nSybUNC84GFP_P9_B6,7,DC1,4.4101486,0.0,12.193951,Plate #9 (unc84::GFP),493555,15,0.0,0.0,9.471961,Or_DC1,DC1
938,ORNnuclei_adult_nSybUNC84GFP_P3_D11,14,DL5,10.324991,0.0,8.716405,Plate #3 (unc84::GFP),2321098,-1,0.0,0.0,0.51685286,Or_DM1,DM1
939,ORNnuclei_adult_nSybUNC84GFP_P3_G19,6,NaN,13.278603,0.0,0.0,Plate #3 (unc84::GFP),82729,1,0.0,0.0,8.060309,Ir_VP1l_VP3,VP1l_VP3
940,ORNnuclei_adult_nSybUNC84GFP_P2_F12,14,DM1/VA2,7.538116,0.7019154,0.0,Plate #2 (unc84::GFP) (unc84::GFP),1595754,7,0.0,0.0,2.429386,Or_DM1,DM1
941,ORN_10day_nuclei_P2_N9,0,V,10.906688,0.0,9.859292,Plate #2 (lam::GFP),1237277,0,0.0,0.0,11.305348,Gr_V,V
942,ORNnuclei_adult_nSybUNC84GFP_P5_I9,13,"DL2v/d, DP1l, DC4/DP1m",5.505547,0.0,0.0,Plate #5 (unc84::GFP),427647,1,0.0,0.0,6.731006,Ir_DP1m_DC4,DP1m_DC4
943,ORNnuclei_adult_nSybUNC84GFP_P2_O13,23,DL3/DA4m,4.0793095,0.0,3.1622255,Plate #2 (unc84::GFP) (unc84::GFP),125753,-1,0.0,0.0,0.0,Or_VA6_DC3_DM3,VA6_DC3_DM3
944,ORNnuclei_adult_nSybUNC84GFP_P7_D23,7,DC1,8.423396,0.0,10.904187,Plate #7 (unc84::GFP),765373,15,0.0,0.0,11.308175,Or_DC1,DC1
945,ORNnuclei_adult_nSybUNC84GFP_P7_O14,24,NaN,12.889439,10.676006,8.5586605,Plate #7 (unc84::GFP),61160,-1,0.0,0.0,0.0,Or_MARS24,unannotated
946,ORN_10day_nuclei_P2_O11,22,DA3?,15.599569,6.672039,11.61392,Plate #2 (lam::GFP),1277573,12,0.0,0.0,0.83409154,Or_MARS22,unannotated
947,ORNnuclei_adult_nSybUNC84GFP_P3_A13,0,V,7.3096013,0.0,1.2637756,Plate #3 (unc84::GFP),1427314,0,0.0,0.0,0.0,Gr_V,V
948,ORNnuclei_adult_nSybUNC84GFP_P8_B16,13,"DL2v/d, DP1l, DC4/DP1m",11.258804,9.490242,5.8180428,Plate #8 (unc84::GFP),451130,1,0.0,0.0,9.79026,Ir_DP1m_DC4,DP1m_DC4
949,ORN_10day_nuclei_P3_F17,4,VA1v,0.0,6.147828,0.0,Plate #3 (lam::GFP),843995,10,0.0,0.0,0.0,Or_VA1v,VA1v
950,ORN_10day_nuclei_P2_G2,7,DC1,10.525191,0.0,10.028807,Plate #2 (lam::GFP),242418,21,0.0,0.0,8.880386,Or_DC1,DC1
951,ORNnuclei_adult_nSybUNC84GFP_P10_B23,4,VA1v,10.567858,7.606509,11.12698,Plate #10 (unc84::GFP),87679,10,0.0,0.0,0.0,Or_VA1v,VA1v
952,ORNnuclei_adult_nSybUNC84GFP_P1_K8,12,VM1/VL1,10.770618,8.817195,0.0,Plate #1 (unc84::GFP),128870,1,0.0,0.0,5.0017586,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
953,ORNnuclei_adult_nSybUNC84GFP_P9_J6,18,NaN,10.18133,7.073381,9.764728,Plate #9 (unc84::GFP),209457,1,0.0,0.0,2.5296335,Ir_VP4_VP1d,VP4_VP1d_VP2
954,ORN_10day_nuclei_P3_J18,22,DA3?,14.441193,10.503086,11.9121065,Plate #3 (lam::GFP),1685220,12,0.0,0.0,7.1580667,Or_MARS22,unannotated
955,ORNnuclei_adult_nSybUNC84GFP_P3_I11,6,VM1/VL1,12.24097,0.0,0.0,Plate #3 (unc84::GFP),70667,1,0.0,3.9213293,0.0,Ir_VP1l_VP3,VP1l_VP3
956,ORNnuclei_adult_nSybUNC84GFP_P10_B15,26,DL5,4.1627073,0.0,0.0,Plate #10 (unc84::GFP),118272,14,0.0,0.0,9.557468,Or_DL5,DL5
957,ORNnuclei_adult_nSybUNC84GFP_P9_C15,13,"DL2v/d, DP1l, DC4/DP1m",11.586151,0.0,2.9006968,Plate #9 (unc84::GFP),773052,1,0.0,0.0,6.065492,Ir_DP1m_DC4,DP1m_DC4
958,ORNnuclei_adult_nSybUNC84GFP_P10_H10,3,DC2,12.189968,0.0,8.263624,Plate #10 (unc84::GFP),130580,11,0.0,0.0,8.400701,Or_DC2,DC2
959,ORNnuclei_adult_nSybUNC84GFP_P6_H2,2,DM2,6.568928,8.26775,0.0,Plate #6 (unc84::GFP),393873,3,0.0,0.0,2.6035442,Or_DM2,DM2
960,ORN_10day_nuclei_P3_G22,25,NaN,16.915554,9.862362,11.391893,Plate #3 (lam::GFP),1946609,12,0.0,0.0,0.0,Or_MARS25,unannotated
961,ORNnuclei_adult_nSybUNC84GFP_P10_P21,22,NaN,12.553034,0.0,14.249523,Plate #10 (unc84::GFP),53757,12,0.0,0.0,0.0,Or_MARS22,unannotated
962,ORNnuclei_adult_nSybUNC84GFP_P6_H4,9,VM1/VL1,12.762901,0.0,11.163352,Plate #6 (unc84::GFP),111231,1,0.0,0.0,0.0,Ir_MARS9,unannotated
963,ORN_10day_nuclei_P2_O4,23,DM3,12.56812,0.0,11.751286,Plate #2 (lam::GFP),654019,16,0.0,0.0,1.3385713,Or_VA6_DC3_DM3,VA6_DC3_DM3
964,ORN_10day_nuclei_P3_B13,0,V,10.53741,8.88081,0.0,Plate #3 (lam::GFP),378401,0,0.0,0.0,0.0,Gr_V,V
965,ORNnuclei_adult_nSybUNC84GFP_P2_C2,13,NaN,12.869696,0.0,14.173251,Plate #2 (unc84::GFP) (unc84::GFP),65878,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
966,ORNnuclei_adult_nSybUNC84GFP_P3_C5,25,NaN,16.191467,7.013953,11.136414,Plate #3 (unc84::GFP),85774,12,0.0,0.0,0.0,Or_MARS25,unannotated
967,ORNnuclei_adult_nSybUNC84GFP_P8_E13,21,NaN,10.980126,0.0,12.025952,Plate #8 (unc84::GFP),228333,1,0.0,7.629944,4.210878,Ir_MARS21,unannotated
968,ORNnuclei_adult_nSybUNC84GFP_P8_C13,23,VA6/DC3,0.0,0.0,4.347079,Plate #8 (unc84::GFP),361725,-1,0.0,0.0,4.530835,Or_VA6_DC3_DM3,VA6_DC3_DM3
969,ORNnuclei_adult_nSybUNC84GFP_P9_K4,20,NaN,14.547476,9.494917,3.3624964,Plate #9 (unc84::GFP),538492,1,0.0,0.0,0.0,Ir_MARS20,unannotated
970,ORNnuclei_adult_nSybUNC84GFP_P5_L21,9,VM1/VL1,7.590288,0.0,9.779441,Plate #5 (unc84::GFP),99108,1,0.0,0.0,0.0,Ir_MARS9,unannotated
971,ORNnuclei_adult_nSybUNC84GFP_P9_A8,4,VA1v,9.98049,0.0,5.2111864,Plate #9 (unc84::GFP),166461,-1,0.0,0.0,0.0,Or_VA1v,VA1v
972,ORNnuclei_adult_nSybUNC84GFP_P9_D12,3,DC2,10.893567,6.327391,8.313854,Plate #9 (unc84::GFP),517001,11,0.0,0.0,12.300222,Or_DC2,DC2
973,ORNnuclei_adult_nSybUNC84GFP_P1_A10,13,NaN,6.3108196,0.0,0.0,Plate #1 (unc84::GFP),378063,1,0.0,0.942753,0.0,Ir_DP1m_DC4,DP1m_DC4
974,ORNnuclei_adult_nSybUNC84GFP_P1_J18,1,DM4,8.634559,0.0,10.699255,Plate #1 (unc84::GFP),118558,12,0.0,3.2379751,0.0,Or_DM4,DM4
975,ORNnuclei_adult_nSybUNC84GFP_P6_K23,15,NaN,12.77813,8.998768,10.270524,Plate #6 (unc84::GFP),497490,-1,0.0,0.0,0.0,Or_VA2,VA2
976,ORN_10day_nuclei_P3_G10,16,DL3/DA4m,11.092877,0.0,0.0,Plate #3 (lam::GFP),272996,8,0.0,0.0,14.86745,Or_DL3,DL3
977,ORNnuclei_adult_nSybUNC84GFP_P9_I7,5,DA1,10.021104,7.189319,8.14145,Plate #9 (unc84::GFP),469131,4,0.0,0.0,9.244065,Or_DA1,DA1
978,ORNnuclei_adult_nSybUNC84GFP_P6_L9,14,DM1/VA2,6.946725,7.6115537,6.194011,Plate #6 (unc84::GFP),498531,7,0.0,0.0,0.0,Or_DM1,DM1
979,ORNnuclei_adult_nSybUNC84GFP_P7_H22,21,NaN,10.785656,0.0,0.0,Plate #7 (unc84::GFP),239762,1,0.0,8.194541,2.3703883,Ir_MARS21,unannotated
980,ORNnuclei_adult_nSybUNC84GFP_P9_D20,20,NaN,8.385609,0.0,7.2847753,Plate #9 (unc84::GFP),296904,1,0.0,0.0,0.0,Ir_MARS20,unannotated
981,ORNnuclei_adult_nSybUNC84GFP_P10_M16,14,DM1/VA2,7.6801643,0.0,0.0,Plate #10 (unc84::GFP),195985,7,0.0,0.0,9.284238,Or_DM1,DM1
982,ORNnuclei_adult_nSybUNC84GFP_P3_N14,12,"DL2v/d, DP1l, DC4/DP1m",13.066041,9.81693,0.0,Plate #3 (unc84::GFP),1738134,1,0.0,0.0,1.7230424,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
983,ORNnuclei_adult_nSybUNC84GFP_P3_L15,24,DM4,10.449735,8.258406,0.0,Plate #3 (unc84::GFP),62251,-1,0.0,0.0,0.0,Or_MARS24,unannotated
984,ORNnuclei_adult_nSybUNC84GFP_P8_J24,1,DM4,11.509538,8.644755,7.62423,Plate #8 (unc84::GFP),300564,3,0.0,0.0,0.0,Or_DM4,DM4
985,ORNnuclei_adult_nSybUNC84GFP_P3_N19,23,NaN,0.0,0.0,11.443297,Plate #3 (unc84::GFP),136869,23,0.0,0.0,0.0,Or_VA6_DC3_DM3,VA6_DC3_DM3
986,ORN_10day_nuclei_P3_G16,23,DL3/DA4m,10.340005,0.0,0.0,Plate #3 (lam::GFP),981362,-1,0.0,0.0,2.0204048,Or_VA6_DC3_DM3,VA6_DC3_DM3
987,ORN_10day_nuclei_P2_L3,12,NaN,11.291341,0.0,11.17923,Plate #2 (lam::GFP),245480,1,0.0,0.0,2.3430245,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
988,ORNnuclei_adult_nSybUNC84GFP_P7_A17,1,DM4,10.1052685,0.0,6.1247816,Plate #7 (unc84::GFP),145387,2,0.0,0.0,0.0,Or_DM4,DM4
989,ORNnuclei_adult_nSybUNC84GFP_P8_J13,3,DC2,9.470794,2.0642562,9.203847,Plate #8 (unc84::GFP),942749,11,0.0,0.0,6.0610228,Or_DC2,DC2
990,ORNnuclei_adult_nSybUNC84GFP_P6_C11,12,"DL2v/d, DP1l, DC4/DP1m",12.37206,9.910409,6.2648287,Plate #6 (unc84::GFP),79056,1,0.0,0.0,9.871975,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
991,ORN_10day_nuclei_P2_G6,17,VA1d,8.42491,0.0,10.262232,Plate #2 (lam::GFP),1441591,-1,0.0,0.0,0.0,Or_VA1d,VA1d
992,ORNnuclei_adult_nSybUNC84GFP_P10_L19,22,NaN,11.346024,5.801712,11.138198,Plate #10 (unc84::GFP),146035,12,0.0,0.0,0.0,Or_MARS22,unannotated
993,ORNnuclei_adult_nSybUNC84GFP_P3_P3,13,NaN,10.173099,0.0,0.0,Plate #3 (unc84::GFP),68485,1,0.0,0.0,0.0,Ir_DP1m_DC4,DP1m_DC4
994,ORNnuclei_adult_nSybUNC84GFP_P6_O22,14,DM1/VA2,9.755741,8.564234,0.0,Plate #6 (unc84::GFP),709892,-1,0.0,0.0,11.082771,Or_DM1,DM1
995,ORNnuclei_adult_nSybUNC84GFP_P10_B2,10,VA5/D,11.372387,0.0,7.326781,Plate #10 (unc84::GFP),112825,-1,0.0,0.0,9.793324,Or_D,D
996,ORNnuclei_adult_nSybUNC84GFP_P8_K18,5,DA1,8.620907,0.0,9.619074,Plate #8 (unc84::GFP),188445,4,0.0,0.0,12.978767,Or_DA1,DA1
997,ORNnuclei_adult_nSybUNC84GFP_P10_C3,14,DM1/VA2,8.41736,0.0,1.6650435,Plate #10 (unc84::GFP),460568,7,0.0,0.0,4.0177994,Or_DM1,DM1
998,ORNnuclei_adult_nSybUNC84GFP_P8_K23,22,NaN,6.968149,0.0,14.652445,Plate #8 (unc84::GFP),120768,12,0.0,0.0,0.0,Or_MARS22,unannotated
999,ORNnuclei_adult_nSybUNC84GFP_P9_M6,1,DM4,3.634033,0.0,4.1797314,Plate #9 (unc84::GFP),525616,2,0.0,0.0,0.0,Or_DM4,DM4
1000,ORNnuclei_adult_nSybUNC84GFP_P2_A17,9,VM1/VL1,8.300984,0.0,7.524108,Plate #2 (unc84::GFP) (unc84::GFP),1545860,1,0.0,9.652994,2.082173,Ir_MARS9,unannotated
1001,ORNnuclei_adult_nSybUNC84GFP_P8_L10,1,DM4,3.2611878,4.2286615,8.339397,Plate #8 (unc84::GFP),1746680,2,0.0,0.0,9.844413,Or_DM4,DM4
1002,ORNnuclei_adult_nSybUNC84GFP_P10_M12,5,DA1,9.635146,5.0529666,9.300635,Plate #10 (unc84::GFP),279532,4,0.0,0.0,9.735426,Or_DA1,DA1
1003,ORN_10day_nuclei_P3_F11,25,DA3?,12.159853,6.33937,10.992345,Plate #3 (lam::GFP),2063195,12,0.0,0.57015705,5.495259,Or_MARS25,unannotated
1004,ORN_10day_nuclei_P2_H1,22,DA3?,13.377341,11.805009,11.291638,Plate #2 (lam::GFP),950191,12,0.0,0.0,2.3811948,Or_MARS22,unannotated
1005,ORNnuclei_adult_nSybUNC84GFP_P3_C18,14,DM1/VA2,11.93803,0.0,2.1401746,Plate #3 (unc84::GFP),586828,7,0.0,1.4351362,10.758508,Or_DM1,DM1
1006,ORNnuclei_adult_nSybUNC84GFP_P7_P17,23,DM2,6.0095787,6.5174184,0.0,Plate #7 (unc84::GFP),441457,13,0.0,0.0,10.884322,Or_VA6_DC3_DM3,VA6_DC3_DM3
1007,ORNnuclei_adult_nSybUNC84GFP_P9_E18,7,DC1,8.12793,0.0,10.794986,Plate #9 (unc84::GFP),900489,15,0.0,0.0,4.668526,Or_DC1,DC1
1008,ORN_10day_nuclei_P3_I3,14,DM1/VA2,11.308477,0.0,10.245707,Plate #3 (lam::GFP),1119419,7,0.0,0.0,1.4785272,Or_DM1,DM1
1009,ORNnuclei_adult_nSybUNC84GFP_P2_E4,21,NaN,8.562391,0.0,13.039429,Plate #2 (unc84::GFP) (unc84::GFP),129960,1,0.0,0.0,4.0346866,Ir_MARS21,unannotated
1010,ORNnuclei_adult_nSybUNC84GFP_P6_F17,24,VM3,5.4232216,3.7626483,3.2298768,Plate #6 (unc84::GFP),238610,17,0.0,0.0,0.0,Or_MARS24,unannotated
1011,ORNnuclei_adult_nSybUNC84GFP_P9_F19,7,DC1,8.698628,10.201405,1.4666202,Plate #9 (unc84::GFP),566978,15,0.0,0.0,10.805284,Or_DC1,DC1
1012,ORNnuclei_adult_nSybUNC84GFP_P3_A17,14,DM1/VA2,0.0,0.0,0.0,Plate #3 (unc84::GFP),648301,7,0.0,0.0,2.0303314,Or_DM1,DM1
1013,ORNnuclei_adult_nSybUNC84GFP_P3_H19,9,VM1/VL1,8.6170635,0.0,0.0,Plate #3 (unc84::GFP),104688,1,0.0,3.399471,0.0,Ir_MARS9,unannotated
1014,ORN_10day_nuclei_P2_D14,22,NaN,14.336845,6.9047394,14.903401,Plate #2 (lam::GFP),1354977,12,0.0,0.0,0.7974446,Or_MARS22,unannotated
1015,ORNnuclei_adult_nSybUNC84GFP_P2_F14,12,"DL2v/d, DP1l, DC4/DP1m",6.1073437,0.0,0.0,Plate #2 (unc84::GFP) (unc84::GFP),147181,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
1016,ORN_10day_nuclei_P3_K12,22,NaN,11.535642,0.0,7.8821206,Plate #3 (lam::GFP),127706,-1,0.0,0.0,0.0,Or_MARS22,unannotated
1017,ORNnuclei_adult_nSybUNC84GFP_P3_B21,24,DC2,0.0,2.1478484,1.717112,Plate #3 (unc84::GFP),1748423,-1,0.0,0.0,10.462925,Or_MARS24,unannotated
1018,ORN_10day_nuclei_P2_O16,24,"DL2v/d, DP1l, DC4/DP1m",10.965888,0.0,0.0,Plate #2 (lam::GFP),691296,1,0.0,1.2907537,2.7626112,Or_MARS24,unannotated
1019,ORNnuclei_adult_nSybUNC84GFP_P3_O5,12,"DL2v/d, DP1l, DC4/DP1m",6.4183445,0.0,0.0,Plate #3 (unc84::GFP),650663,1,0.0,0.0,11.117521,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
1020,ORNnuclei_adult_nSybUNC84GFP_P6_F18,12,"DL2v/d, DP1l, DC4/DP1m",3.7225888,3.7225888,3.7225888,Plate #6 (unc84::GFP),245879,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
1021,ORNnuclei_adult_nSybUNC84GFP_P8_I9,13,"DL2v/d, DP1l, DC4/DP1m",5.8672132,0.0,3.0306087,Plate #8 (unc84::GFP),278880,1,0.0,0.0,3.5554867,Ir_DP1m_DC4,DP1m_DC4
1022,ORNnuclei_adult_nSybUNC84GFP_P8_O1,0,V,8.1923065,6.7717857,0.0,Plate #8 (unc84::GFP),240135,0,0.0,0.0,3.7541363,Gr_V,V
1023,ORNnuclei_adult_nSybUNC84GFP_P9_J4,9,VM1/VL1,6.4175205,5.1736,6.7836475,Plate #9 (unc84::GFP),769410,1,0.0,8.474993,0.0,Ir_MARS9,unannotated
1024,ORNnuclei_adult_nSybUNC84GFP_P5_N1,24,DM1/VA2,11.388352,0.0,3.4171724,Plate #5 (unc84::GFP),413118,-1,0.0,7.604733,11.607873,Or_MARS24,unannotated
1025,ORNnuclei_adult_nSybUNC84GFP_P10_J20,9,VM1/VL1,12.822264,6.959236,9.949056,Plate #10 (unc84::GFP),97218,1,0.0,11.334735,0.0,Ir_MARS9,unannotated
1026,ORNnuclei_adult_nSybUNC84GFP_P8_B17,23,VM1/VL1,11.9789915,2.6340044,9.572302,Plate #8 (unc84::GFP),384064,1,0.0,0.0,0.0,Or_VA6_DC3_DM3,VA6_DC3_DM3
1027,ORNnuclei_adult_nSybUNC84GFP_P5_J15,14,DM1/VA2,0.0,0.0,0.0,Plate #5 (unc84::GFP),499564,7,0.0,0.0,0.0,Or_DM1,DM1
1028,ORNnuclei_adult_nSybUNC84GFP_P9_D9,22,NaN,16.119848,12.508702,10.623297,Plate #9 (unc84::GFP),221396,12,0.0,0.0,0.0,Or_MARS22,unannotated
1029,ORN_10day_nuclei_P3_O16,16,DL3/DA4m,3.733811,0.0,6.7578554,Plate #3 (lam::GFP),568911,8,0.0,0.0,0.0,Or_DL3,DL3
1030,ORNnuclei_adult_nSybUNC84GFP_P6_F2,0,V,8.955395,0.0,0.0,Plate #6 (unc84::GFP),290667,0,0.0,0.0,0.0,Gr_V,V
1031,ORN_10day_nuclei_P2_L5,18,NaN,11.406808,9.053144,10.57796,Plate #2 (lam::GFP),1014688,1,0.0,0.0,6.388604,Ir_VP4_VP1d,VP4_VP1d_VP2
1032,ORNnuclei_adult_nSybUNC84GFP_P2_N23,24,DM4,7.4366016,0.0,5.9774003,Plate #2 (unc84::GFP) (unc84::GFP),145149,-1,0.0,0.0,0.0,Or_MARS24,unannotated
1033,ORNnuclei_adult_nSybUNC84GFP_P7_K17,0,V,11.45979,8.08872,6.2945538,Plate #7 (unc84::GFP),77423,0,0.0,0.0,7.8672113,Gr_V,V
1034,ORNnuclei_adult_nSybUNC84GFP_P2_J1,7,DC1,7.240751,6.4826927,6.916086,Plate #2 (unc84::GFP) (unc84::GFP),2329517,15,0.0,0.51528203,13.491223,Or_DC1,DC1
1035,ORNnuclei_adult_nSybUNC84GFP_P3_N10,3,DC2,9.314016,0.0,10.863133,Plate #3 (unc84::GFP),133753,11,0.0,0.0,0.0,Or_DC2,DC2
1036,ORNnuclei_adult_nSybUNC84GFP_P1_J23,9,VM1/VL1,11.858724,0.0,12.130464,Plate #1 (unc84::GFP),1427721,1,0.0,0.0,2.8686378,Ir_MARS9,unannotated
1037,ORNnuclei_adult_nSybUNC84GFP_P9_D23,15,DM1/VA2,0.0,0.0,0.0,Plate #9 (unc84::GFP),261202,-1,0.0,0.0,3.642166,Or_VA2,VA2
1038,ORNnuclei_adult_nSybUNC84GFP_P3_H12,1,DM4,11.826522,0.0,9.471673,Plate #3 (unc84::GFP),93089,2,0.0,0.0,3.5536563,Or_DM4,DM4
1039,ORNnuclei_adult_nSybUNC84GFP_P5_P2,20,NaN,11.275778,2.7102892,0.0,Plate #5 (unc84::GFP),180358,1,0.0,0.0,0.0,Ir_MARS20,unannotated
1040,ORNnuclei_adult_nSybUNC84GFP_P2_N13,0,V,3.6420186,4.187937,0.0,Plate #2 (unc84::GFP) (unc84::GFP),174154,0,0.0,0.0,4.5830483,Gr_V,V
1041,ORNnuclei_adult_nSybUNC84GFP_P10_H22,1,DM4,7.326024,8.893228,0.0,Plate #10 (unc84::GFP),257126,2,0.0,0.0,8.073343,Or_DM4,DM4
1042,ORNnuclei_adult_nSybUNC84GFP_P7_G14,20,"DL2v/d, DP1l, DC4/DP1m",11.79186,3.9734595,0.0,Plate #7 (unc84::GFP),339943,1,0.0,0.0,3.6743114,Ir_MARS20,unannotated
1043,ORNnuclei_adult_nSybUNC84GFP_P5_I12,12,NaN,14.207119,7.9513283,10.3821535,Plate #5 (unc84::GFP),247457,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
1044,ORN_10day_nuclei_P2_E2,25,NaN,15.371358,9.410191,6.0620465,Plate #2 (lam::GFP),1458689,-1,0.0,0.0,9.175501,Or_MARS25,unannotated
1045,ORNnuclei_adult_nSybUNC84GFP_P8_L16,11,VM3,8.970152,2.6229208,0.0,Plate #8 (unc84::GFP),193800,17,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
1046,ORN_10day_nuclei_P2_C18,23,DL3/DA4m,9.061418,0.0,6.363624,Plate #2 (lam::GFP),774471,22,0.0,0.0,10.825867,Or_VA6_DC3_DM3,VA6_DC3_DM3
1047,ORNnuclei_adult_nSybUNC84GFP_P7_I19,11,VM3,8.395462,0.0,0.0,Plate #7 (unc84::GFP),241263,17,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
1048,ORNnuclei_adult_nSybUNC84GFP_P6_N23,10,VA5/D,10.5844965,0.0,2.2484872,Plate #6 (unc84::GFP),799607,19,0.0,0.0,11.700281,Or_D,D
1049,ORNnuclei_adult_nSybUNC84GFP_P1_H14,6,NaN,11.673104,0.0,11.384771,Plate #1 (unc84::GFP),91284,1,0.0,0.0,0.0,Ir_VP1l_VP3,VP1l_VP3
1050,ORNnuclei_adult_nSybUNC84GFP_P8_N16,22,DM4,5.821083,0.0,5.2488236,Plate #8 (unc84::GFP),648235,-1,0.0,0.0,3.1232114,Or_MARS22,unannotated
1051,ORNnuclei_adult_nSybUNC84GFP_P3_E13,14,DM1/VA2,11.052062,0.0,13.205832,Plate #3 (unc84::GFP),155495,6,0.0,0.0,2.893571,Or_DM1,DM1
1052,ORNnuclei_adult_nSybUNC84GFP_P1_M23,14,DM1/VA2,11.135836,4.6982336,9.781616,Plate #1 (unc84::GFP),360573,6,0.0,1.9158511,2.7107737,Or_DM1,DM1
1053,ORNnuclei_adult_nSybUNC84GFP_P8_E10,0,V,9.527001,6.2225666,0.0,Plate #8 (unc84::GFP),122157,0,0.0,0.0,4.118723,Gr_V,V
1054,ORNnuclei_adult_nSybUNC84GFP_P2_A13,13,"DL2v/d, DP1l, DC4/DP1m",10.452045,4.523374,10.289823,Plate #2 (unc84::GFP) (unc84::GFP),1000136,1,0.0,0.0,5.45924,Ir_DP1m_DC4,DP1m_DC4
1055,ORN_10day_nuclei_P3_B16,23,NaN,10.303768,7.8155055,10.778727,Plate #3 (lam::GFP),1016636,12,0.0,7.9819145,0.9881475,Or_VA6_DC3_DM3,VA6_DC3_DM3
1056,ORNnuclei_adult_nSybUNC84GFP_P9_E4,20,NaN,8.373126,0.0,10.694436,Plate #9 (unc84::GFP),608059,1,0.0,0.0,0.0,Ir_MARS20,unannotated
1057,ORNnuclei_adult_nSybUNC84GFP_P7_A2,6,NaN,0.0,0.0,7.8266516,Plate #7 (unc84::GFP),508813,1,0.0,0.0,8.013808,Ir_VP1l_VP3,VP1l_VP3
1058,ORNnuclei_adult_nSybUNC84GFP_P1_J1,14,DM1/VA2,10.661318,0.0,0.0,Plate #1 (unc84::GFP),377514,6,0.0,0.0,0.0,Or_DM1,DM1
1059,ORNnuclei_adult_nSybUNC84GFP_P5_A2,5,DA1,4.8231688,5.3910427,0.0,Plate #5 (unc84::GFP),73237,4,0.0,0.0,12.499454,Or_DA1,DA1
1060,ORNnuclei_adult_nSybUNC84GFP_P9_O4,5,DA1,3.6788542,0.0,0.0,Plate #9 (unc84::GFP),1185743,4,0.0,0.0,8.542717,Or_DA1,DA1
1061,ORNnuclei_adult_nSybUNC84GFP_P6_C22,14,DM1/VA2,10.916931,9.06391,11.3494,Plate #6 (unc84::GFP),557853,7,0.0,0.0,8.684757,Or_DM1,DM1
1062,ORN_10day_nuclei_P2_D7,23,VA1v,11.640887,3.9041193,11.463108,Plate #2 (lam::GFP),286303,-1,0.0,0.0,2.997402,Or_VA6_DC3_DM3,VA6_DC3_DM3
1063,ORNnuclei_adult_nSybUNC84GFP_P9_O24,4,VA1v,0.0,0.0,1.8150561,Plate #9 (unc84::GFP),397025,-1,0.0,0.0,0.0,Or_VA1v,VA1v
1064,ORNnuclei_adult_nSybUNC84GFP_P10_M13,12,"DL2v/d, DP1l, DC4/DP1m",3.3313093,9.301574,0.0,Plate #10 (unc84::GFP),220623,1,0.0,8.116291,2.4679625,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
1065,ORNnuclei_adult_nSybUNC84GFP_P1_I6,11,NaN,10.904195,3.320855,0.0,Plate #1 (unc84::GFP),111203,-1,0.0,0.0,0.0,Or_VM3_VA5,VM3_VA5
1066,ORNnuclei_adult_nSybUNC84GFP_P7_K15,12,"DL2v/d, DP1l, DC4/DP1m",11.019429,5.7891045,0.0,Plate #7 (unc84::GFP),607779,1,0.0,0.0,0.0,Ir_DL2d/v_DP1l_VC3,DL2d/v_DP1l_VC3l
